country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,Punjab,Amritsar,2012,Amritsar2012,201.88889,251812.5938170,-
India,Punjab,Amritsar,2013,Amritsar2013,168.77777,267515.2100000,-
India,Punjab,Amritsar,2014,Amritsar2014,241.77777,278484.6000000,-
India,Punjab,Amritsar,2015,Amritsar2015,192.88889,294894.8566170,-
India,Punjab,Amritsar,2016,Amritsar2016,200.45454,315782.9924020,-
India,Punjab,Amritsar,2017,Amritsar2017,,335056.7856600,-
India,Punjab,Amritsar,2018,Amritsar2018,192.91667,353942.4692490,-
India,Uttar Pradesh,Amroha,2000,Amroha2000,190,351084.1089774,-
India,Uttar Pradesh,Amroha,2001,Amroha2001,77.5,357471.0467097,-
India,Uttar Pradesh,Amroha,2002,Amroha2002,,369038.1836814,-
India,Uttar Pradesh,Amroha,2003,Amroha2003,,388468.8674867,-
India,Uttar Pradesh,Amroha,2004,Amroha2004,320,407921.4919919,-
India,Uttar Pradesh,Amroha,2005,Amroha2005,,431731.0483276,-
India,Uttar Pradesh,Amroha,2006,Amroha2006,,466023.3283118,-
India,Uttar Pradesh,Amroha,2007,Amroha2007,,495889.8633084,-
India,Uttar Pradesh,Amroha,2008,Amroha2008,,533571.8096457,-
India,Uttar Pradesh,Amroha,2009,Amroha2009,,566760.9860888,-
India,Uttar Pradesh,Amroha,2010,Amroha2010,,612018.7067716,0.24
India,Uttar Pradesh,Amroha,2011,Amroha2011,,645131.5532170,-
India,Uttar Pradesh,Amroha,2012,Amroha2012,,673552.1893470,-
India,Uttar Pradesh,Amroha,2013,Amroha2013,,707469.1041210,-
India,Uttar Pradesh,Amroha,2014,Amroha2014,,729686.3008000,-
India,Uttar Pradesh,Amroha,2015,Amroha2015,,792048.7593600,-
India,Uttar Pradesh,Amroha,2016,Amroha2016,320,888453.0079700,-
India,Uttar Pradesh,Amroha,2017,Amroha2017,,922457.5124870,-
India,Uttar Pradesh,Amroha,2018,Amroha2018,353.33334,949184.4540180,-
India,Gujarat,Anand,2000,Anand2000,352.22223,187486.1300255,-
India,Gujarat,Anand,2001,Anand2001,,202722.5912177,-
India,Gujarat,Anand,2002,Anand2002,458.33334,220397.2332726,-
India,Gujarat,Anand,2003,Anand2003,,257104.4366173,-
India,Gujarat,Anand,2004,Anand2004,328.75,272449.3578123,-
India,Gujarat,Anand,2005,Anand2005,593.33331,311996.5449489,-
India,Gujarat,Anand,2006,Anand2006,401,338383.4783698,-
India,Gujarat,Anand,2007,Anand2007,295.71429,378395.6474308,-
India,Gujarat,Anand,2008,Anand2008,465,394570.3757990,-
India,Gujarat,Anand,2009,Anand2009,420,450323.9227272,-
India,Gujarat,Anand,2010,Anand2010,420,499605.6040329,0.21
India,Gujarat,Anand,2011,Anand2011,445,532809.4587290,-
India,Gujarat,Anand,2012,Anand2012,476.66666,596658.8336740,-
India,Gujarat,Anand,2013,Anand2013,354,641488.8106190,-
India,Gujarat,Anand,2014,Anand2014,381.25,705628.8360070,-
India,Gujarat,Anand,2015,Anand2015,417.33334,774775.2151270,-
India,Gujarat,Anand,2016,Anand2016,422,843930.3358810,-
India,Gujarat,Anand,2017,Anand2017,513.0769,946511.1944310,-
India,Gujarat,Anand,2018,Anand2018,420,1034399.0104040,-
India,Andhra Pradesh,Anantapur,2000,Anantapur2000,353.51428,171092.8680057,-
India,Andhra Pradesh,Anantapur,2001,Anantapur2001,413.79999,178850.9966259,-
India,Andhra Pradesh,Anantapur,2002,Anantapur2002,,182922.1475852,-
India,Andhra Pradesh,Anantapur,2003,Anantapur2003,,200842.5423211,-
India,Andhra Pradesh,Anantapur,2004,Anantapur2004,425.11111,215454.7026830,-
India,Andhra Pradesh,Anantapur,2005,Anantapur2005,537.27271,227456.6990491,-
India,Andhra Pradesh,Anantapur,2006,Anantapur2006,440.75757,251347.1421205,-
India,Andhra Pradesh,Anantapur,2007,Anantapur2007,446.40741,282692.2057365,-
India,Andhra Pradesh,Anantapur,2008,Anantapur2008,425.76923,289918.0574615,-
India,Andhra Pradesh,Anantapur,2009,Anantapur2009,314.17392,309549.0583031,-
India,Andhra Pradesh,Anantapur,2010,Anantapur2010,389.69232,330209.0564638,0.27
India,Andhra Pradesh,Anantapur,2011,Anantapur2011,344.70834,339995.5241940,-
India,Andhra Pradesh,Anantapur,2012,Anantapur2012,,341335.2231570,-
India,Andhra Pradesh,Anantapur,2013,Anantapur2013,332.09375,360239.2257750,-
India,Andhra Pradesh,Anantapur,2014,Anantapur2014,432,397063.8324910,-
India,Andhra Pradesh,Anantapur,2015,Anantapur2015,504.55554,446996.8600000,-
India,Andhra Pradesh,Anantapur,2016,Anantapur2016,512.74194,477565.5526200,-
India,Andhra Pradesh,Anantapur,2017,Anantapur2017,537.3913,526625.9554960,-
India,Andhra Pradesh,Anantapur,2018,Anantapur2018,572.02704,558861.6851740,-
India,Jammu And Kashmir,Anantnag,2000,Anantnag2000,,37710.4595607,-
India,Jammu And Kashmir,Anantnag,2001,Anantnag2001,,38436.6507774,-
India,Jammu And Kashmir,Anantnag,2002,Anantnag2002,,40393.0315924,-
India,Jammu And Kashmir,Anantnag,2003,Anantnag2003,370,42468.6378311,-
India,Jammu And Kashmir,Anantnag,2004,Anantnag2004,,44761.0175673,-
India,Jammu And Kashmir,Anantnag,2005,Anantnag2005,,46834.3043584,-
India,Jammu And Kashmir,Anantnag,2006,Anantnag2006,,49569.3553770,-
India,Jammu And Kashmir,Anantnag,2007,Anantnag2007,,52630.6396764,-
India,Jammu And Kashmir,Anantnag,2008,Anantnag2008,,55926.4637485,-
India,Jammu And Kashmir,Anantnag,2009,Anantnag2009,,58635.1689627,-
India,Jammu And Kashmir,Anantnag,2010,Anantnag2010,,61986.6628807,0.17
India,Jammu And Kashmir,Anantnag,2011,Anantnag2011,,65319.1279280,-
India,Jammu And Kashmir,Anantnag,2012,Anantnag2012,72,67315.5627090,-
India,Jammu And Kashmir,Anantnag,2013,Anantnag2013,370,70535.8264010,-
India,Jammu And Kashmir,Anantnag,2014,Anantnag2014,195,67153.7628720,-
India,Jammu And Kashmir,Anantnag,2015,Anantnag2015,225,80602.3102790,-
India,Jammu And Kashmir,Anantnag,2016,Anantnag2016,235,82635.7314400,-
India,Jammu And Kashmir,Anantnag,2017,Anantnag2017,,87590.6829030,-
India,Jammu And Kashmir,Anantnag,2018,Anantnag2018,,93071.8217970,-
India,Odisha,Angul,2000,Angul2000,318.43332,98181.5544719,-
India,Odisha,Angul,2001,Angul2001,,104158.6907790,-
India,Odisha,Angul,2002,Angul2002,,103410.2356615,-
India,Odisha,Angul,2003,Angul2003,,118510.6459277,-
India,Odisha,Angul,2004,Angul2004,,133986.5968318,-
India,Odisha,Angul,2005,Angul2005,,139934.2737927,-
India,Odisha,Angul,2006,Angul2006,,157355.6063099,-
India,Odisha,Angul,2007,Angul2007,,170849.5885002,-
India,Odisha,Angul,2008,Angul2008,,183688.6257070,-
India,Odisha,Angul,2009,Angul2009,232.06667,185167.8378527,-
India,Odisha,Angul,2010,Angul2010,,196839.6778694,0.26
India,Odisha,Angul,2011,Angul2011,,204225.9496390,-
India,Odisha,Angul,2012,Angul2012,261.0625,216301.0722270,-
India,Odisha,Angul,2013,Angul2013,224.70589,233121.8739550,-
India,Odisha,Angul,2014,Angul2014,242.69231,235930.7377170,-
India,Odisha,Angul,2015,Angul2015,217.25641,253191.6726430,-
India,Odisha,Angul,2016,Angul2016,350,293348.2482300,-
India,Odisha,Angul,2017,Angul2017,239.57446,316191.8905060,-
India,Odisha,Angul,2018,Angul2018,243.34883,338339.4110380,-
India,Madhya Pradesh,Anuppur,2000,Anuppur2000,,142623.6373679,-
India,Madhya Pradesh,Anuppur,2001,Anuppur2001,149.23077,152826.3020635,-
India,Madhya Pradesh,Anuppur,2002,Anuppur2002,188.07692,144856.4718406,-
India,Madhya Pradesh,Anuppur,2003,Anuppur2003,,161105.9514238,-
India,Madhya Pradesh,Anuppur,2004,Anuppur2004,201.11111,166392.1069122,-
India,Madhya Pradesh,Anuppur,2005,Anuppur2005,192.5,174775.7442430,-
India,Madhya Pradesh,Anuppur,2006,Anuppur2006,211,190707.9783514,-
India,Madhya Pradesh,Anuppur,2007,Anuppur2007,171.5,199720.2561209,-
India,Madhya Pradesh,Anuppur,2008,Anuppur2008,,224970.9800584,-
India,Madhya Pradesh,Anuppur,2009,Anuppur2009,188.07692,246296.5721929,-
India,Madhya Pradesh,Anuppur,2010,Anuppur2010,203.33333,259230.1690989,0.37
India,Madhya Pradesh,Anuppur,2011,Anuppur2011,170,282371.0400000,-
India,Madhya Pradesh,Anuppur,2012,Anuppur2012,210.76923,306853.3400000,-
India,Madhya Pradesh,Anuppur,2013,Anuppur2013,215,322597.6000000,-
India,Madhya Pradesh,Anuppur,2014,Anuppur2014,222.94118,339246.9000000,-
India,Madhya Pradesh,Anuppur,2015,Anuppur2015,175,370715.6700000,-
India,Madhya Pradesh,Anuppur,2016,Anuppur2016,170.25,419465.2500000,-
India,Madhya Pradesh,Anuppur,2017,Anuppur2017,141.42857,441956.4300000,-
India,Madhya Pradesh,Anuppur,2018,Anuppur2018,174,482361.0200000,-
India,Bihar,Araria,2000,Araria2000,,110614.8384025,-
India,Bihar,Araria,2001,Araria2001,,104271.4311831,-
India,Bihar,Araria,2002,Araria2002,,117457.1421273,-
India,Bihar,Araria,2003,Araria2003,,109882.9860909,-
India,Bihar,Araria,2004,Araria2004,149,123786.1184561,-
India,Bihar,Araria,2005,Araria2005,147.5,120702.7833210,-
India,Bihar,Araria,2006,Araria2006,,141591.8828573,-
India,Bihar,Araria,2007,Araria2007,172.5,148922.2741187,-
India,Bihar,Araria,2008,Araria2008,105,171625.4704850,-
India,Bihar,Araria,2009,Araria2009,,179834.9465579,-
India,Bihar,Araria,2010,Araria2010,,207295.1926379,0.23
India,Bihar,Araria,2011,Araria2011,96.666664,228497.4445300,-
India,Bihar,Araria,2012,Araria2012,187,236932.5512450,-
India,Bihar,Araria,2013,Araria2013,50.75,246914.7420090,-
India,Bihar,Araria,2014,Araria2014,,255738.8121590,-
India,Bihar,Araria,2015,Araria2015,,269199.6011080,-
India,Bihar,Araria,2016,Araria2016,177.22223,289264.8743110,-
India,Bihar,Araria,2017,Araria2017,,312605.1364840,-
India,Bihar,Araria,2018,Araria2018,,345545.4510650,-
India,Tamilnadu,Ariyalur,2000,Ariyalur2000,155,288498.4181227,-
India,Tamilnadu,Ariyalur,2001,Ariyalur2001,285,282908.7883863,-
India,Tamilnadu,Ariyalur,2002,Ariyalur2002,,284324.4625843,-
India,Tamilnadu,Ariyalur,2003,Ariyalur2003,,302043.2235134,-
India,Tamilnadu,Ariyalur,2004,Ariyalur2004,185,337921.4310494,-
India,Tamilnadu,Ariyalur,2005,Ariyalur2005,205,386683.3228327,-
India,Tamilnadu,Ariyalur,2006,Ariyalur2006,240,447233.0158785,-
India,Tamilnadu,Ariyalur,2007,Ariyalur2007,203.33333,475248.2853010,-
India,Tamilnadu,Ariyalur,2008,Ariyalur2008,,500383.6189228,-
India,Tamilnadu,Ariyalur,2009,Ariyalur2009,125,552763.7099191,-
India,Tamilnadu,Ariyalur,2010,Ariyalur2010,158.33333,628151.2480917,0.24
India,Tamilnadu,Ariyalur,2011,Ariyalur2011,284,674478.3504220,-
India,Tamilnadu,Ariyalur,2012,Ariyalur2012,,709343.1348440,-
India,Tamilnadu,Ariyalur,2013,Ariyalur2013,,750416.1623180,-
India,Tamilnadu,Ariyalur,2014,Ariyalur2014,,791915.0973070,-
India,Tamilnadu,Ariyalur,2015,Ariyalur2015,150,862436.9805160,-
India,Tamilnadu,Ariyalur,2016,Ariyalur2016,345,922084.3072190,-
India,Tamilnadu,Ariyalur,2017,Ariyalur2017,282.5,1000308.1634510,-
India,Tamilnadu,Ariyalur,2018,Ariyalur2018,372.5,1071601.8973250,-
India,Bihar,Arwal,2000,Arwal2000,,110614.8384025,-
India,Bihar,Arwal,2001,Arwal2001,210,104271.4311831,-
India,Bihar,Arwal,2002,Arwal2002,,117457.1421273,-
India,Bihar,Arwal,2003,Arwal2003,,109882.9860909,-
India,Bihar,Arwal,2004,Arwal2004,,123786.1184561,-
India,Bihar,Arwal,2005,Arwal2005,215,120702.7833210,-
India,Bihar,Arwal,2006,Arwal2006,,141591.8828573,-
India,Bihar,Arwal,2007,Arwal2007,170,148922.2741187,-
India,Bihar,Arwal,2008,Arwal2008,136.66667,171625.4704850,-
India,Bihar,Arwal,2009,Arwal2009,,179834.9465579,-
India,Bihar,Arwal,2010,Arwal2010,195,207295.1926379,0.21
India,Bihar,Arwal,2011,Arwal2011,240,228497.4445300,-
India,Bihar,Arwal,2012,Arwal2012,178,236932.5512450,-
India,Bihar,Arwal,2013,Arwal2013,192.5,246914.7420090,-
India,Bihar,Arwal,2014,Arwal2014,,255738.8121590,-
India,Bihar,Arwal,2015,Arwal2015,,269199.6011080,-
India,Bihar,Arwal,2016,Arwal2016,129.5,289264.8743110,-
India,Bihar,Arwal,2017,Arwal2017,,312605.1364840,-
India,Bihar,Arwal,2018,Arwal2018,,345545.4510650,-
India,Madhya Pradesh,Ashoknagar,2000,Ashoknagar2000,307.5,142623.6373679,-
India,Madhya Pradesh,Ashoknagar,2001,Ashoknagar2001,331.66666,152826.3020635,-
India,Madhya Pradesh,Ashoknagar,2002,Ashoknagar2002,309,144856.4718406,-
India,Madhya Pradesh,Ashoknagar,2003,Ashoknagar2003,,161105.9514238,-
India,Madhya Pradesh,Ashoknagar,2004,Ashoknagar2004,415,166392.1069122,-
India,Madhya Pradesh,Ashoknagar,2005,Ashoknagar2005,389.54544,174775.7442430,-
India,Madhya Pradesh,Ashoknagar,2006,Ashoknagar2006,640,190707.9783514,-
India,Madhya Pradesh,Ashoknagar,2007,Ashoknagar2007,290,199720.2561209,-
India,Madhya Pradesh,Ashoknagar,2008,Ashoknagar2008,562,224970.9800584,-
India,Madhya Pradesh,Ashoknagar,2009,Ashoknagar2009,369.09091,246296.5721929,-
India,Madhya Pradesh,Ashoknagar,2010,Ashoknagar2010,258.63635,259230.1690989,0.18
India,Madhya Pradesh,Ashoknagar,2011,Ashoknagar2011,320,282371.0400000,-
India,Madhya Pradesh,Ashoknagar,2012,Ashoknagar2012,433.5,306853.3400000,-
India,Madhya Pradesh,Ashoknagar,2013,Ashoknagar2013,423.33334,322597.6000000,-
India,Madhya Pradesh,Ashoknagar,2014,Ashoknagar2014,407.91666,339246.9000000,-
India,Madhya Pradesh,Ashoknagar,2015,Ashoknagar2015,,370715.6700000,-
India,Madhya Pradesh,Ashoknagar,2016,Ashoknagar2016,305.38461,419465.2500000,-
India,Madhya Pradesh,Ashoknagar,2017,Ashoknagar2017,349,441956.4300000,-
India,Madhya Pradesh,Ashoknagar,2018,Ashoknagar2018,321.61539,482361.0200000,-
India,Uttar Pradesh,Auraiya,2000,Auraiya2000,413.33334,351084.1089774,-
India,Uttar Pradesh,Auraiya,2001,Auraiya2001,338,357471.0467097,-
India,Uttar Pradesh,Auraiya,2002,Auraiya2002,,369038.1836814,-
India,Uttar Pradesh,Auraiya,2003,Auraiya2003,,388468.8674867,-
India,Uttar Pradesh,Auraiya,2004,Auraiya2004,209,407921.4919919,-
India,Uttar Pradesh,Auraiya,2005,Auraiya2005,350,431731.0483276,-
India,Uttar Pradesh,Auraiya,2006,Auraiya2006,,466023.3283118,-
India,Uttar Pradesh,Auraiya,2007,Auraiya2007,,495889.8633084,-
India,Uttar Pradesh,Auraiya,2008,Auraiya2008,,533571.8096457,-
India,Uttar Pradesh,Auraiya,2009,Auraiya2009,,566760.9860888,-
India,Uttar Pradesh,Auraiya,2010,Auraiya2010,,612018.7067716,0.19
India,Uttar Pradesh,Auraiya,2011,Auraiya2011,,645131.5532170,-
India,Uttar Pradesh,Auraiya,2012,Auraiya2012,,673552.1893470,-
India,Uttar Pradesh,Auraiya,2013,Auraiya2013,,707469.1041210,-
India,Uttar Pradesh,Auraiya,2014,Auraiya2014,,729686.3008000,-
India,Uttar Pradesh,Auraiya,2015,Auraiya2015,,792048.7593600,-
India,Uttar Pradesh,Auraiya,2016,Auraiya2016,227.5,888453.0079700,-
India,Uttar Pradesh,Auraiya,2017,Auraiya2017,,922457.5124870,-
India,Uttar Pradesh,Auraiya,2018,Auraiya2018,325.26001,949184.4540180,-
India,Bihar,Aurangabad,2000,Aurangabad2000,341.07144,110614.8384025,-
India,Maharashtra,Aurangabad,2001,Aurangabad2001,586.36365,478508.6139339,-
India,Maharashtra,Aurangabad,2002,Aurangabad2002,469.44446,511507.1640366,-
India,Maharashtra,Aurangabad,2003,Aurangabad2003,,551012.7797041,-
India,Maharashtra,Aurangabad,2004,Aurangabad2004,367.18182,599027.6349564,-
India,Bihar,Aurangabad,2005,Aurangabad2005,358.31818,120702.7833210,-
India,Maharashtra,Aurangabad,2006,Aurangabad2006,513.16669,780279.6914051,-
India,Maharashtra,Aurangabad,2007,Aurangabad2007,588.46155,871095.9483975,-
India,Maharashtra,Aurangabad,2008,Aurangabad2008,405.09091,884778.7476540,-
India,Bihar,Aurangabad,2009,Aurangabad2009,435.38461,179834.9465579,-
India,Bihar,Aurangabad,2010,Aurangabad2010,326.90475,207295.1926379,0.19
India,Bihar,Aurangabad,2011,Aurangabad2011,437.61111,228497.4445300,-
India,Maharashtra,Aurangabad,2012,Aurangabad2012,407.05884,1189710.8397820,-
India,Maharashtra,Aurangabad,2013,Aurangabad2013,392.64706,1267551.2697310,-
India,Maharashtra,Aurangabad,2014,Aurangabad2014,716.66669,1345341.4633030,-
India,Maharashtra,Aurangabad,2015,Aurangabad2015,436.33334,1452513.3948880,-
India,Bihar,Aurangabad,2016,Aurangabad2016,345.32608,289264.8743110,-
India,Maharashtra,Aurangabad,2017,Aurangabad2017,442.67999,1661065.0072150,-
India,Maharashtra,Aurangabad,2018,Aurangabad2018,587.28461,1728577.9530550,-
India,Uttar Pradesh,Ayodhya,2000,Ayodhya2000,254.2,351084.1089774,-
India,Uttar Pradesh,Ayodhya,2001,Ayodhya2001,296.10001,357471.0467097,-
India,Uttar Pradesh,Ayodhya,2002,Ayodhya2002,,369038.1836814,-
India,Uttar Pradesh,Ayodhya,2003,Ayodhya2003,,388468.8674867,-
India,Uttar Pradesh,Ayodhya,2004,Ayodhya2004,247.5,407921.4919919,-
India,Uttar Pradesh,Ayodhya,2005,Ayodhya2005,,431731.0483276,-
India,Uttar Pradesh,Ayodhya,2006,Ayodhya2006,,466023.3283118,-
India,Uttar Pradesh,Ayodhya,2007,Ayodhya2007,,495889.8633084,-
India,Uttar Pradesh,Ayodhya,2008,Ayodhya2008,,533571.8096457,-
India,Uttar Pradesh,Ayodhya,2009,Ayodhya2009,,566760.9860888,-
India,Uttar Pradesh,Ayodhya,2010,Ayodhya2010,,612018.7067716,
India,Uttar Pradesh,Ayodhya,2011,Ayodhya2011,,645131.5532170,-
India,Uttar Pradesh,Ayodhya,2012,Ayodhya2012,,673552.1893470,-
India,Uttar Pradesh,Ayodhya,2013,Ayodhya2013,,707469.1041210,-
India,Uttar Pradesh,Ayodhya,2014,Ayodhya2014,,729686.3008000,-
India,Uttar Pradesh,Ayodhya,2015,Ayodhya2015,,792048.7593600,-
India,Uttar Pradesh,Ayodhya,2016,Ayodhya2016,333,888453.0079700,-
India,Uttar Pradesh,Ayodhya,2017,Ayodhya2017,,922457.5124870,-
India,Uttar Pradesh,Ayodhya,2018,Ayodhya2018,238.53799,949184.4540180,-
India,Uttar Pradesh,Azamgarh,2000,Azamgarh2000,480,351084.1089774,-
India,Uttar Pradesh,Azamgarh,2001,Azamgarh2001,235.7,357471.0467097,-
India,Uttar Pradesh,Azamgarh,2002,Azamgarh2002,,369038.1836814,-
India,Uttar Pradesh,Azamgarh,2003,Azamgarh2003,,388468.8674867,-
India,Uttar Pradesh,Azamgarh,2004,Azamgarh2004,222,407921.4919919,-
India,Uttar Pradesh,Azamgarh,2005,Azamgarh2005,216.25,431731.0483276,-
India,Uttar Pradesh,Azamgarh,2006,Azamgarh2006,,466023.3283118,-
India,Uttar Pradesh,Azamgarh,2007,Azamgarh2007,,495889.8633084,-
India,Uttar Pradesh,Azamgarh,2008,Azamgarh2008,,533571.8096457,-
India,Uttar Pradesh,Azamgarh,2009,Azamgarh2009,,566760.9860888,-
India,Uttar Pradesh,Azamgarh,2010,Azamgarh2010,,612018.7067716,0.27
India,Uttar Pradesh,Azamgarh,2011,Azamgarh2011,,645131.5532170,-
India,Uttar Pradesh,Azamgarh,2012,Azamgarh2012,,673552.1893470,-
India,Uttar Pradesh,Azamgarh,2013,Azamgarh2013,,707469.1041210,-
India,Uttar Pradesh,Azamgarh,2014,Azamgarh2014,,729686.3008000,-
India,Uttar Pradesh,Azamgarh,2015,Azamgarh2015,,792048.7593600,-
India,Uttar Pradesh,Azamgarh,2016,Azamgarh2016,180.1351,888453.0079700,-
India,Uttar Pradesh,Azamgarh,2017,Azamgarh2017,,922457.5124870,-
India,Uttar Pradesh,Azamgarh,2018,Azamgarh2018,275.65149,949184.4540180,-
India,Karnataka,Bagalkote,2000,Bagalkote2000,,276258.3865464,-
India,Karnataka,Bagalkote,2001,Bagalkote2001,,281266.0548067,-
India,Karnataka,Bagalkote,2002,Bagalkote2002,,296352.7163877,-
India,Karnataka,Bagalkote,2003,Bagalkote2003,,302124.2662471,-
India,Karnataka,Bagalkote,2004,Bagalkote2004,,332758.3433893,-
India,Karnataka,Bagalkote,2005,Bagalkote2005,,366993.4895299,-
India,Karnataka,Bagalkote,2006,Bagalkote2006,,405152.1452699,-
India,Karnataka,Bagalkote,2007,Bagalkote2007,,455993.4845757,-
India,Karnataka,Bagalkote,2008,Bagalkote2008,,488433.5425002,-
India,Karnataka,Bagalkote,2009,Bagalkote2009,,488554.9250672,-
India,Karnataka,Bagalkote,2010,Bagalkote2010,,538790.6955123,0.27
India,Karnataka,Bagalkote,2011,Bagalkote2011,,554952.2022990,-
India,Karnataka,Bagalkote,2012,Bagalkote2012,,593192.0328710,-
India,Karnataka,Bagalkote,2013,Bagalkote2013,573.0769,646786.9485200,-
India,Karnataka,Bagalkote,2014,Bagalkote2014,,671283.4979700,-
India,Karnataka,Bagalkote,2015,Bagalkote2015,,749951.6130690,-
India,Karnataka,Bagalkote,2016,Bagalkote2016,536.35297,851393.9914870,-
India,Karnataka,Bagalkote,2017,Bagalkote2017,,915641.8926070,-
India,Karnataka,Bagalkote,2018,Bagalkote2018,80,974815.3000880,-
India,Uttar Pradesh,Baghpat,2000,Baghpat2000,,351084.1089774,-
India,Uttar Pradesh,Baghpat,2001,Baghpat2001,199.2,357471.0467097,-
India,Uttar Pradesh,Baghpat,2002,Baghpat2002,,369038.1836814,-
India,Uttar Pradesh,Baghpat,2003,Baghpat2003,,388468.8674867,-
India,Uttar Pradesh,Baghpat,2004,Baghpat2004,250,407921.4919919,-
India,Uttar Pradesh,Baghpat,2005,Baghpat2005,203.33333,431731.0483276,-
India,Uttar Pradesh,Baghpat,2006,Baghpat2006,,466023.3283118,-
India,Uttar Pradesh,Baghpat,2007,Baghpat2007,,495889.8633084,-
India,Uttar Pradesh,Baghpat,2008,Baghpat2008,,533571.8096457,-
India,Uttar Pradesh,Baghpat,2009,Baghpat2009,,566760.9860888,-
India,Uttar Pradesh,Baghpat,2010,Baghpat2010,,612018.7067716,0.28
India,Uttar Pradesh,Baghpat,2011,Baghpat2011,,645131.5532170,-
India,Uttar Pradesh,Baghpat,2012,Baghpat2012,,673552.1893470,-
India,Uttar Pradesh,Baghpat,2013,Baghpat2013,,707469.1041210,-
India,Uttar Pradesh,Baghpat,2014,Baghpat2014,,729686.3008000,-
